Link,Script
http://www.scifiscripts.com/scripts/Trek/Star_Trek_IX.htm," 
Star Trek : The Movie Scripts - Star Trek - Insurrection - EXCLUSIVE !!!


                                        
                                         Star Trek IX
                                         Insurrection





                                         Screenplay by
                                 Michael Pillar & Rick Berman

                                                               
                                                                   REV. FINAL DRAFT
 
                                                                     March 12, 1998





                   FADE IN:

               1   TALL GRASS BLOWING GENTLY IN A BREEZE - DAY - (OPTICAL)        1

                   The sound of children playing, running through the
                   grass... as one boy (ARTIM, 12) pokes his head out, we
                   see by his facial skin pattern that he's an alien... his
                   cloths are simple, homespun. As "
http://www.awesomefilm.com/script/chillfactor.html,"
Chill Factor script

Chill Factor - 



SCENE
  EXT. JUNGLE/TEST SITE - HORN ISLAND, 
SOUTH PACIFIC - 1977- DAY.


BRYNNER
Hemmings!  Sam, I thought I told you to 
close up shop and be ready to move up the 
island by night-...

BRYNNER
(off) ...-fall.

HEMMINGS
Yes, Captain Brynner, you did, but-but--

BRYNNER
(off) (interrupting) But...

BRYNNER
...what, Sam?  Can't I go down to the 
loading dock for a few hours without 
coming back to find a major...

BRYNNER
(off) ...screwup?

HEMMINGS
Uh, with all due respect, sir, Dr. Long 
told me to prep the field for detonation 
at...

HEMMINGS
...noon.

BRYNNER
Jesus Chri--  We're on a very slippery 
slope here, Sam.  A covert military 
operation riddled with civilian...

BRYNNER
(off) ...scientists.

HEMMINGS
You don't think it's that bad, do you, 
sir?  I mean, Long's spent the last two 
years developing his defoliant.  The 
stuff can't even kill crabgrass yet.

BRYNNER
Where's their protective...

BRYNNER
(off) ...gear?

HEMMINGS
(off) It'"
http://www.horrorlair.com/HorrorWorld/newyork/bones.html,"

Bones









back


This portion of the screenplay is originally pages 14-26.  It is presented 
out of order to reflect the final film.  

			EXT. BLACKSTONE AVE. - 2000 - NIGHT

            Dark night.  Most street lights shot out.  Just one or two of
            the eerie vapor lights left on the block.

            A MIDDLE-AGED AFRICAN-AMERICAN MAN carries his single bag of
            groceries.  The man listens and watches carefully, as he
            negotiates the darkness between the few pools of light on the
            street.

            We won't see his face until he reaches the next pool of
            light, but he walks with shoulders hunched in fear.

            Moving down the block, all shops abandoned.  Broken windows. 
            Rats.  The man almost trips over a vague shadow passed out
            and crumpled in an abandoned doorway.  It's the crackhead we
            saw mumbling himself into the nod-off zone.  He's still
            faintly singing a pa"
http://www.scifiscripts.com/scripts/GalaxyQuest.txt,"GALAXY QUEST



BY

David Howard
Robert Gordon








5/04/99   (GOLDENROD) 5,7,12,13,16,17,19,27,27A,33B,38,53,55,58, 
60-70C, 71-72,85,117
4/29/99	(GREEN)
4/28/99	(YELLOW)
4/26/99	(PINK)
4/20/99	(BLUE)
4/19/99	SHOOTING DRAFT


1	EXT. OUTER SPACE

The vastness of space.  Suddenly a hole in the sky opens with a 
flash and a SPACESHIP rumbles into view.  ON its hull the letters 
NSEA PROTECTOR.  Magnificent, though on closer inspection it 
shudders ever so slightly, denoting pre-CGI model work on a 
budget.  We're watching a TV show. 

LAREDO (V.0.)
We're exiting the time knot now sir!

2.	INT. NSEA PROTECTOR COMMAND DECK - SPACE

5 Members of the crew of the NSEA PROTECTOR sit in the large 
circa - 1979-""high-tech"" cabin.  All of them human except for DR. 
LAZARUS, a purple reptilian-looking alien. LAREDO is 9.  The 
crewmates exchange relieved smiles.

FRED
We're alive.

LAREDO
We made it  Commander, we made it!

LAZARUS (THE ALIEN)
B"
http://www.dailyscript.com/scripts/Quills.txt,"                                         ""QUILLS""

                                            by

                                       Doug Wright

                

               IN THE BLACKNESS

               The hypnotic voice of a master story-teller:

                                     THE MARQUIS (V.O.)
                         Dear Reader... I've a naughty tale 
                         to tell, plucked from the pages of 
                         history. Tarted up, true, but 
                         guaranteed to stimulate the senses...

               FADE UP ON:

               A STORM-TOSSED SKY

               Rising into the frame, a YOUNG WOMAN's FACE. Her hair whips 
               about in the wind; her face is brittle... beautiful... and 
               as engimatic as St. Theresa. Is she in ecstasy, or in pain?

                                     THE MARQUIS (V.O.)
                         The story of Mademoiselle Renard, a 
                         ravish"
http://www.dailyscript.com/scripts/house-on-haunted-hill.html,"

""House on Haunted Hill"", production draft, by Dick Beebe



   






                         House on Haunted Hill


                                  By

                              Dick Beebe

                               Story by

                      Dick Beebe & William Malone

                    Adapted from the screenplay by

                              Robb White










                                    Blue Revisions: 13 Jan 1999
                                    Production Draft: 2 December 1998









     NOTE: THE HARD COPY OF THIS SCRIPTS CONTAINED SCENE NUMBERS.
     THEY HAVE BEEN REMOVED FOR THIS SOFT COPY.










     FADE IN:

     BLACK SCREEN

     And in the darkness, a TICKING sound is heard. Soft and
     steady -- soothing -- and then a BANG!

                                                       SMASH UP ON:

     INT. HOSPITAL - BASEMENT NURSE'S STATION - NIGHT

     A HAND punching a CARD into the huge, ticking TIME CLOCK on
     the"
http://www.dailyscript.com/scripts/Erin+Brockovich.txt,"                                    ""ERIN BROCKOVICH""

                                       A True Story

                                            by

                                      Susannah Grant

                                     PRODUCTION DRAFT

                                         03/22/99

                

               INT. DR. JAFFE'S OFFICE - DAY

               A successful-looking doctor sits behind a desk in a well- 
               appointed office. He's looking at someone off-camera.

                                     DR. JAFFE
                         Uh, but you have no actual medical 
                         training?

                                     ERIN
                              (off)
                         No. I have kids. Learned a lot right 
                         there. I've seen nurses give my son 
                         a throat culture. I mean what is it -- 
                         you stick a giant Q-tip down their 
   "
http://www.dailyscript.com/scripts/Next_Friday.html,"

""Next Friday"" -- by Ice Cube







       EXT. FRONT LAWN - OVERHEAD SHOT - NIGHT

       DEBO is laid out on the grass.

                           CRAIG (V.O.)
                 In the movies, when you beat up the
                 neighborhood bully; you suppose to live
                 happily ever after.  But around here;
                 that's when all the drama begins...

       Blue and red police lights flash over Debo's body.  Two
       sheriffs walk INTO OUR FRAME and stand over Debo.  They flash
       their lights on him.

                           CRAIG (cont'd) (V.O.)
                 Last Friday; I got fired for the first
                 time.  I got high for the first time.  I
                 got shot at for the first time and I
                 kicked Debo's ass for the first time...

       They get him to his feet; but he stumbles and falls in the
       bushes like a knocked out prize fighter.  The sheriffs laugh
       at him.

 "
http://www.dailyscript.com/scripts/love_and_basketball.html,"


LOVE AND BASKETBALL






















LOVE AND BASKETBALL

BY

GINA PRINCE-BYTHEWOOD



































	OPENING TITLES

	SLOW MOTION.  STYLIZED.  TIGHT.

	The silhouette of a man and woman.  They are on a blacktop
	basketball court, playing a sexually-charged game of one-one-
	one.

	Sweat glistens.  Hands pull at clothes.  Hips bump and
	collide.  Eyes lock...

								FADE TO:

	BLACK.

	FADE IN:

	TITLE CARD: ""FIRST QUARTER"" then ""1981""

	BALDWIN HILLS

	EXT. MCCALL HOUSE - LATE MORNING

	An upper middle-class neighborhood, known as the Black
	Beverly Hills.  Big houses, green grass and Caddies in every
	other driveway.  The street is quiet, until --

				YOUNG VOICE (O.S.)
		You wanna be Kareem?

	CAMERA REVEALS: QUINCY MCCALL, eleven years old, dribbling a
	basketball in front of KELVIN and JAMAL, also eleven.  He
	sports a fro, a ""Clippers"" jersey, and a serious sw"
http://www.dailyscript.com/scripts/happy-campers_early.html,"

""Happy Campers,"" early draft, by Daniel Waters















                         HAPPY CAMPERS

                         A SCREENPLAY (?)
                         BY
                         DANIEL WATERS (!)











                                                  THIRD DRAFT

                                                  OCTOBER 1998














          NOTE FROM THE PERSON WHO'S PUTTING THIS ONLINE:

          HERE IS AN EARLY DRAFT OF THE SCREENPLAY.
          IT FEATURES A HIKE INSTEAD OF A HURRICANE AND
          A SINGLE GOD-LIKE NARRATOR INSTEAD OF A SERIES
          OF SUBJECTIVE, IN-CHARACTER NARRATORS.  THERE'S
          A LOT MORE PETER STORMARE (OBERON) IN THIS.

          FOR THE ONLINE TEXT VERSION OF THIS EARLY DRAFT,
          ALL ""DELETED SCENES"" AND ""DELETED DIALOGUE"" WILL
          BE MARKED WITH RIGHT-MARGIN BRACKETS: ---->                      ]

          DIFFERENCES IN DIALOGUE (REWRITES, ETC), SLIGHT
          CHANGES TO ACTION, LOCATIONS, A"
http://www.dailyscript.com/scripts/Made.txt,"                                          ""MADE""

                                            by

                                       Jon Favreau

                                       Final Draft

                

               INT. SPORTSMAN'S LODGE - SAN FERNANDO VALLEY - DAY

               A large crowd has gathered to watch two WHITE BOXERS square 
               off in a temporary ring in the center of a converted banquet 
               hall. One is BOBBY, the other is RICKY. They are drawn 
               together to start the bout by a bell and a hand gesture as 
               the REFEREE backs away. Immediately the two fighters unload 
               a relentless barrage of POWER PUNCHES. Neither man is holding 
               back, and the punches all find purchase in the swelling faces 
               of their opponent. The crowd rises to its feet in appreciation 
               of this rare level of competition in the lower strata of the 
               heavyweight"
http://www.dailyscript.com/scripts/quantumproject.html,"


QUANTUM PROJECT: ORIGINAL SCREENPLAY



      1     INT.  A BIOCHEMICAL LANDSCAPE                            1

            A violent electrical storm.  Veins of light pulse outward, branching
            off into a spidery network of 

            GLOWING INTERCONNECTEDNESS

            We are inside a human brain.  A pack of neurons FIRE OFF to the left,
            and rocket their way across synapses to the optic nerve.  Passing the
            eye socket, they speed toward a silky, curvilinear membrane (the
            retina) on which we see an image projected:

            AN UPSIDE DOWN COMPUTER SCREEN

            Neurons PING into the membrane: the picture suddenly FLIPS RIGHT SIDE
            UP and we follow the light, flashing in a blur through the iris and
            cornea until, exiting the eye we reverse POV and

      2     EXT.  THE WORLD AS WE KNOW IT - DAY                      2

            CLOSE ON A PAIR OF EYES

            Deep deep"
http://www.dailyscript.com/scripts/fivefeetandrising.html,"

FIVE FEET AND RISING by Peter Sollett







		
		FIVE FEET AND RISING

			by

		Peter Sollett
			











	
	
	
	FADE IN:
	
	EXT. 8TH STREET BETWEEN AVENUES C AND D - DAY 
	
	A group of dark-skinned girls wearing cheerleading outfits 
	align themselves in formation on the sidewalk. They begin to 
	dance. No music can be heard. The sound of the girls' bodies 
	is our soundtrack. We hear their strained breathing, palms 
	and sneaker bottoms pounding while they hum and count softly 
	to themselves in an effort to keep the rhythm.
	
	SLO-MO: We explore the bodies of the dancers; their bright 
	eyes and sweaty brows, their stomping feet and colliding 
	hands (dark side and light side). The younger girls perform 
	provocative dance movements, the older girls repeat them.
	
	Their bodies silhouette in the bright sunlight.
	
	CUT TO: TITLES
	
	EXT. AMANDA'S BLOCK - DAY 
	
	AMANDA, a tall 14-year-old exits the front door of her 
	apartment bu"
http://www.dailyscript.com/scripts/American_Outlaws.html," 

American Outlaws script by Roderick Taylor and John Rogers




















               FADE IN:

               EXT. WOODS

               The Rangers plunge into thick woods. Branches slap at them,
               but the sound of gunfire keeps them going. Captain Malcolm
               is still in the lead, flanked by two young men who are
               obviously brothers. The big, handsome one is COLE YOUNGER;
               the skinny one with the lopsided hair is BOB YOUNGER.

               EXT. WOOD'S EDGE

               They break through the other side of the woods, emerging
               behind a rickety set of fence-post fortifications. Instantly
               GUNFIRE tears apart the trees around them. The Captain's
               horse goes down, and the Younger brothers dive and roll to
               hide beneath the palisade.

               The Captain, still alive, has fallen beyond the wooden
               shield. Cole scrambles t"
http://www.scifiscripts.com/scripts/Trek/Star_Trek_X.htm,"Star Trek : The Movie Scripts - Star Trek - Nemesis


 
                                          Star Trek X
                                            Nemesis












                                          Screenplay by:
                                            John Logan   
                                    
                                         
                                          

                                                               
                                                                    SHOOTING SCRIPT
 
                                                                     





                   INT. MEDICAL MONTAGE. DAY. 

                   Life. Glorious in its many forms. The biological pulse 
                   finding its way heroically through the cold  manipu-
                   lation of science. 

                   CREDITS as we see a beautiful montage of futuristic 
                   "
http://www.dailyscript.com/scripts/anniversaryparty.html,"

The Anniversary Party script by Alan Cummings & Jennifer Jason Leigh


















	FADE IN:

	TIGHT CLOSE - JOE THERRIAN - MORNING

	He's in his mid-thirties, his face relaxed in sleep,
	childlike.  Nestled soundly a tangle in the arms of his wife.

	THE CAMERA STAYS CLOSE.  SLIGHTLY BLURRED, SOFT, SLOWLY
	SWINGS ROUND

	TIGHT CLOSE - SALLY THERRIAN

	She's in her mid-thirties, with large deep eyes.  She watches
	her husband unguarded in sleep.  Her pretty face, alert,
	she's barely breathing.  Traces the just visible lines around
	his eyes, and mouth.  Brushes fingertips against his
	eyelashes.

	TIGHT CLOSE - SALLY'S HAND PULLS THE BEDROOM SHADE.

	It retracts with a loud WHACK, sun, sky, trees.

			STEVEN (O.S.)
		And breath...and chataronga...

	EXT. POOL AREA - DAY

	We're in the middle of a yoga lesson.  Joe and Sally stand on
	their mats.  Steven, their instructor, wanders around the
	couple issuing soft-spoken instructions.

	A large roo"
http://www.dailyscript.com/scripts/Scary+Movie+2.txt,"                                     ""SCARY MOVIE 2""

                                      Screenplay by

                Shawn Wayans, Marlon Wayans, Alyson Fouse, Greg Grabianski

                   Dave Polsky, Michael Anthony Snowden, & Craig Wayans

                

               FADE IN:

               INT. HOUSE -- LIVING ROOM -- NIGHT

               A party is winding down. Only a FEW GUESTS remain. They all 
               are gathered around the piano. A YOUNG PRIEST, FATHER HARRIS, 
               plays an old standard. Everyone sings along. A WOMAN in the 
               group, mid-40's, conservative, really getting into the song, 
               starts giving a soulful rendition, dropping to her knees ala 
               James Brown. The song ends. Everyone cheers. Father Harris 
               starts another.

                                     HARRIS
                         Who knows this one?...
                              (singing)
                         ""W"
http://www.dailyscript.com/scripts/Basic.txt,"                                         ""BASIC""

                                            by

                                     Jamie Vanderbilt

                                       First Draft

                                      March 27, 2000

                

               OVER BLACK:

               The sound of HELICOPTER ROTORS slicing through the air.

                                     STYLES (O.S.)
                         Jesus, God...

                                                                FADE IN ON:

               An ARMY HELICOPTER as it soars over the thick LOUISIANA BAYOU.

               Lush and green only a day ago, the foliage below has been 
               ripped to shreds. The kind of damage that can only be done 
               by nature.

               SUPERIMPOSE:, FEBRUARY 2 - 0630 HOURS - 32 KILOMETERS NORTH 
               OF FORT MCKINLEY, LOUISIANA

               INT. ARMY HELICOPTER (FLYING) -- SUNRISE

               Sitting "
http://www.dailyscript.com/scripts/Slash.txt,"                                         ""SLASH""

                                        Written by

                               Stephen Francis & Gus Silber

                

               OVER A BLACK SCREEN:

               We hear the tinkling of an old-fashioned MUSIC BOX. It's 
               playing the familiar childhood melody of ""OLD MACDONALD HAD 
               A FARM"". A small child's voice sings with the tune.

               There's something a little eerie and dissonant about it.

               In the background, we hear the sound of FARM ANIMALS... a 
               COW mooing, a HORSE neighing, and so on.

               FADE IN:

               INT. OLD BARN - NIGHT

               It's night. Many yesterdays ago. We're not sure exactly when 
               but we can tell we're in the past.

               A LITTLE BOY, six years old, is sitting next to some bales 
               of hay.

               An old-fashioned OIL-BURNING LANTERN is next to him, cas"
http://www.dailyscript.com/scripts/final_destination2.html,"


FINAL DESTINATION 2 script

















                                     FINAL DESTINATION 2

                                             By

                               J. Mackye Gruber and Eric Bress




























                                                          




               FADE IN:

               INT. DARK ROOM - NIGHT

               TITLES OVER:

               A padded wall is papered with NEWSPAPER CLIPPINGS that date 
               back to the early 1900s:

               ""LOCAL FOWLER BROTHERS LOSE $35 TICKETS TO BOARD TITANIC"" 
               appears over ""FOWLER BROTHERS KILLED IN COAL MINE MISHAP."" 
               Another series of articles reads, ""JEWISH PROFESSOR DENIED 
               ADMITTANCE TO HINDENBURG"" and ""PROFESSOR RABINOWITZ KILLED 
               IN AVALANCHE."" Etc...

               Continuing along the wall, the newspaper articles all focus "
http://www.dailyscript.com/scripts/lost-in-translation-script.html,"

Lost In Translation script































                                    LOST IN TRANSLATION

                                            by

                                       Sofia Coppola





























                                                              Shooting Draft

               Lost in Translation, Inc.
               September 2, 2002




               FADE IN:

               EXT. NARITA AIRPORT - NIGHT

               We hear the sound of a plane landing over black.

                                                                    CUT TO:

               INT. CHARLOTTE'S ROOM - NIGHT

               The back of a GIRL in pink underwear, she leans at a big 
               window, looking out over Tokyo.

                                                                    CUT TO:

               Melodramatic music swells over the Girl's butt in pink"
http://www.dailyscript.com/scripts/The_Jacket.html,"

The Jacket












                                       THE JACKET



                                       Written by

                                     Massy Tadjedin


                                Based on a screenplay by

                                       Marc Rocco



                                                             April 15, 2003




               A pure white screen. Idyllic stillness. All of it looking and
               feeling like the heavens are supposed to.

               After some seconds of calm, water seems to mist the screen
               and the slight shifts to the left and then the right suggest
               this is a man's P.O.V. Then, suddenly, the white screen is
               tugged and we see it was a sheet covering a presumably dead
               man.

                                     WILLIAM STARKS (V.O.)
                           I was 25 years old the first time I
                 "
http://www.dailyscript.com/scripts/somethingborrowed.html,"

Something Borrowed Script by Dana Fox














                     Something Borrowed

                         Written by

                           Dana Fox

                                              First Revision
                                              April 22, 2003


FADE IN:

CLOSE ON A WOMANS FACE, BEAUTIFUL AND STRONG. SHES CRYING.

INT. KATS BEDROOM - NEW YORK CITY - DAY

The woman is KAT ELLIS, 30. Tears stream down her face as
she sits cross-legged amid the detritus of a packing frenzy.

There is an unfortunate green bridesmaids dress hanging on
the back of the door.

Kats pain is palpable. She buries her head in her lap.

Suddenly, the doorbell RINGS.

Kat sits bolt upright, wide eyed. She looks around in
disbelief. How did this happen? What is she doing on the
floor?

                         KAT
                    (sweetly)
               Hold on!

INT. HALLWAY

A BIKE MESSENGER stands outside Kats door. H"
http://www.dailyscript.com/scripts/crazy_love.html,"

Crazy Love script by Carol Watson



















                                  COMMITTED

							      filmed as

								  CRAZY LOVE



                                  Written by



                                 Carol Watson



                                                      REVISED 3/10/04



          FADE IN:

          INT. BEDROOM - APARTMENT - DAY

          The sweet silence of slumber. Suddenly, an alarm clock on a
          nightstand SHRIEKS the operatic tones of Maria Callas.

          A well-manicured hand, nails painted pink, slaps the snooze
          button and mutes Maria. A few seconds reprieve.

          Then, another clock, stationed on a dresser, broadcasts the
          FORTISSIMO POUNDING of the ""William Tell Overture."" Toes,
          also painted pink, swing out of bed and run to the dresser.

          LETTY MAYER, late 20s and beautiful, turns off the music.
          She opens a dresser drawer an"
http://www.dailyscript.com/scripts/domino.html,"

""Domino,"" by Richard Kelly













               D      O       M       I       N       O









                                       By
                                          Richard Kelly







                                                     September 8, 2004












     [NOTE: THE ORIGINAL TEXT OF THIS SCRIPT HAD NUMBERED SCENES
     AND SOME ""OMITTED"" SCENE SLUGLINES, WHICH HAVE NOT BEEN
     RETAINED FOR THE ONLINE TEXT.]











     OVER STUDIO LOGO:

     VOICES. VOICES CHATTERING in some sort of public place.

                          ROBOTIC FEMALE VOICE (V.O.)
                Now serving G233. Please report
                to window four.

     VOICES are broken by someone coughing up phlegm.

     TITLE CARDS:   THIS FILM IS BASED ON A TRUE STORY (BEAT)

                                 (SORT OF)

     INT. DMV -- AFTERNOON

     The DEPARTMENT OF MOTOR VEHICLES. SOUTH CEN"
